input_file_name	gene_symbol	gene_name	reference_database_name	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	genetic_variation_type	antimicrobial_agent	coverage_percentage	coverage_depth	coverage_ratio	drug_class	input_gene_length	input_gene_start	input_gene_stop	input_protein_length	input_protein_start	input_protein_stop	input_sequence_id	nucleotide_mutation	nucleotide_mutation_interpretation	predicted_phenotype	predicted_phenotype_confidence_level	amino_acid_mutation	amino_acid_mutation_interpretation	reference_gene_length	reference_gene_start	reference_gene_stop	reference_protein_length	reference_protein_start	reference_protein_stop	resistance_mechanism	strand_orientation	sequence_identity
A0508KPN.tsv.amrfinderplus	silC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	NCBI Reference Gene Database	2023-11-15.1	SPD96884.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				461													461					100.0
A0508KPN.tsv.amrfinderplus	silE	silver-binding protein SilE	NCBI Reference Gene Database	2023-11-15.1	AAD11743.1	amrfinderplus	3.11.18	gene_presence_detected	SILVER	100.0			SILVER				143													143					91.61
A0508KPN.tsv.amrfinderplus	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	NCBI Reference Gene Database	2023-11-15.1	KGL71342.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				117													117					99.15
A0508KPN.tsv.amrfinderplus	silP	Ag(+)-translocating P-type ATPase SilP	NCBI Reference Gene Database	2023-11-15.1	AAD11750.1	amrfinderplus	3.11.18	gene_presence_detected	SILVER	99.64			SILVER				824													824					94.18
A0508KPN.tsv.amrfinderplus	silR	copper/silver response regulator transcription factor SilR	NCBI Reference Gene Database	2023-11-15.1	SPD96883.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				226													226					100.0
A0508KPN.tsv.amrfinderplus	silS	copper/silver sensor histidine kinase SilS	NCBI Reference Gene Database	2023-11-15.1	SPD96882.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				491													491					100.0
A0508KPN.tsv.amrfinderplus	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	NCBI Reference Gene Database	2023-11-15.1	WP_001043260.1	amrfinderplus	3.11.18	gene_presence_detected	SULFONAMIDE	100.0			SULFONAMIDE				271													271					100.0
A0509KPN.tsv.amrfinderplus	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	NCBI Reference Gene Database	2023-11-15.1	WP_001082319.1	amrfinderplus	3.11.18	gene_presence_detected	STREPTOMYCIN	100.0			AMINOGLYCOSIDE				267													267					100.0
A0509KPN.tsv.amrfinderplus	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	NCBI Reference Gene Database	2023-11-15.1	WP_000480968.1	amrfinderplus	3.11.18	gene_presence_detected	STREPTOMYCIN	100.0			AMINOGLYCOSIDE				278													278					100.0
A0509KPN.tsv.amrfinderplus	arsA	arsenite efflux transporter ATPase subunit ArsA	NCBI Reference Gene Database	2023-11-15.1	BAA24822.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENITE	100.0			ARSENIC				583													583					100.0
A0509KPN.tsv.amrfinderplus	arsB	arsenite efflux transporter membrane subunit ArsB	NCBI Reference Gene Database	2023-11-15.1	BAA24823.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENITE	100.0			ARSENIC				429													429					100.0
A0509KPN.tsv.amrfinderplus	arsC	glutaredoxin-dependent arsenate reductase	NCBI Reference Gene Database	2023-11-15.1	BAA24824.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENATE	100.0			ARSENIC				141													141					100.0
A0509KPN.tsv.amrfinderplus	arsD	arsenite efflux transporter metallochaperone ArsD	NCBI Reference Gene Database	2023-11-15.1	AAB09625.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENITE	100.0			ARSENIC				120													120					91.67
A0509KPN.tsv.amrfinderplus	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NCBI Reference Gene Database	2023-11-15.1	AET17094.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENIC	100.0			ARSENIC				116													116					100.0
A0509KPN.tsv.amrfinderplus	blaCTX-M-15	extended-spectrum class A beta-lactamase CTX-M-15	NCBI Reference Gene Database	2023-11-15.1	WP_000239590.1	amrfinderplus	3.11.18	gene_presence_detected	CEPHALOSPORIN	100.0			BETA-LACTAM				291													291					100.0
A0509KPN.tsv.amrfinderplus	blaOXA-48	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-48	NCBI Reference Gene Database	2023-11-15.1	WP_015059991.1	amrfinderplus	3.11.18	gene_presence_detected	CARBAPENEM	100.0			BETA-LACTAM				265													265					100.0
A0509KPN.tsv.amrfinderplus	blaSHV-28	broad-spectrum class A beta-lactamase SHV-28	NCBI Reference Gene Database	2023-11-15.1	WP_004179754.1	amrfinderplus	3.11.18	gene_presence_detected	BETA-LACTAM	100.0			BETA-LACTAM				286													286					100.0
A0509KPN.tsv.amrfinderplus	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	NCBI Reference Gene Database	2023-11-15.1	WP_000027057.1	amrfinderplus	3.11.18	gene_presence_detected	BETA-LACTAM	100.0			BETA-LACTAM				286													286					100.0
A0509KPN.tsv.amrfinderplus	clpK	heat shock survival AAA family ATPase ClpK	NCBI Reference Gene Database	2023-11-15.1	ASF80763.1	amrfinderplus	3.11.18	gene_presence_detected		97.89							929													949					99.25
A0509KPN.tsv.amrfinderplus	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	NCBI Reference Gene Database	2023-11-15.1	WP_004201280.1	amrfinderplus	3.11.18	gene_presence_detected	TRIMETHOPRIM	100.0			TRIMETHOPRIM				157													157					100.0
A0509KPN.tsv.amrfinderplus	emrD	multidrug efflux MFS transporter EmrD	NCBI Reference Gene Database	2023-11-15.1	ACN65732.1	amrfinderplus	3.11.18	gene_presence_detected	EFFLUX	100.0			EFFLUX				394													394					99.24
A0509KPN.tsv.amrfinderplus	fieF	CDF family cation-efflux transporter FieF	NCBI Reference Gene Database	2023-11-15.1	BAB89353.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							300													300					100.0
A0509KPN.tsv.amrfinderplus	fosA	FosA5 family fosfomycin resistance glutathione transferase	NCBI Reference Gene Database	2023-11-15.1	WP_004146118.1	amrfinderplus	3.11.18	gene_presence_detected	FOSFOMYCIN	100.0			FOSFOMYCIN				139													139					100.0
A0509KPN.tsv.amrfinderplus	hsp20	small heat shock protein sHSP20	NCBI Reference Gene Database	2023-11-15.1	CDY80020.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							189													189					100.0
A0509KPN.tsv.amrfinderplus	kdeA	multidrug efflux MFS transporter KdeA	NCBI Reference Gene Database	2023-11-15.1	ABR76310.1	amrfinderplus	3.11.18	gene_presence_detected	EFFLUX	100.0			EFFLUX				410													410					99.76
A0509KPN.tsv.amrfinderplus	oqxA	multidrug efflux RND transporter periplasmic adaptor subunit OqxA	NCBI Reference Gene Database	2023-11-15.1	WP_002914189.1	amrfinderplus	3.11.18	gene_presence_detected	PHENICOL/QUINOLONE	100.0			PHENICOL/QUINOLONE				391													391					100.0
A0509KPN.tsv.amrfinderplus	oqxB19	multidrug efflux RND transporter permease subunit OqxB19	NCBI Reference Gene Database	2023-11-15.1	WP_004149399.1	amrfinderplus	3.11.18	gene_presence_detected	PHENICOL/QUINOLONE	100.0			PHENICOL/QUINOLONE				1050													1050					100.0
A0509KPN.tsv.amrfinderplus	pcoA	multicopper oxidase PcoA	NCBI Reference Gene Database	2023-11-15.1	CAA58525.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				605													605					100.0
A0509KPN.tsv.amrfinderplus	pcoB	copper-binding protein PcoB	NCBI Reference Gene Database	2023-11-15.1	CAA58526.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				296													296					100.0
A0509KPN.tsv.amrfinderplus	pcoC	copper resistance system metallochaperone PcoC	NCBI Reference Gene Database	2023-11-15.1	CAA58527.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				126													126					100.0
A0509KPN.tsv.amrfinderplus	pcoD	copper resistance inner membrane protein PcoD	NCBI Reference Gene Database	2023-11-15.1	CAA58528.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				309													309					99.68
A0509KPN.tsv.amrfinderplus	pcoE	copper resistance system metallochaperone PcoE	NCBI Reference Gene Database	2023-11-15.1	CAA58532.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				144													144					94.44
A0509KPN.tsv.amrfinderplus	pcoR	copper response regulator transcription factor PcoR	NCBI Reference Gene Database	2023-11-15.1	CAA58529.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				226													226					100.0
A0509KPN.tsv.amrfinderplus	pcoS	copper resistance membrane spanning protein PcoS	NCBI Reference Gene Database	2023-11-15.1	CAA58530.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER	100.0			COPPER				466													466					99.14
A0509KPN.tsv.amrfinderplus	qnrB1	quinolone resistance pentapeptide repeat protein QnrB1	NCBI Reference Gene Database	2023-11-15.1	WP_014386481.1	amrfinderplus	3.11.18	gene_presence_detected	QUINOLONE	100.0			QUINOLONE				214													214					100.0
A0509KPN.tsv.amrfinderplus	silA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	NCBI Reference Gene Database	2023-11-15.1	AAD11749.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				1048													1048					98.85
A0509KPN.tsv.amrfinderplus	silB	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	NCBI Reference Gene Database	2023-11-15.1	AAD11748.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				430													430					97.91
A0509KPN.tsv.amrfinderplus	silC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	NCBI Reference Gene Database	2023-11-15.1	SPD96884.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				461													461					100.0
A0509KPN.tsv.amrfinderplus	silE	silver-binding protein SilE	NCBI Reference Gene Database	2023-11-15.1	AAD11743.1	amrfinderplus	3.11.18	gene_presence_detected	SILVER	100.0			SILVER				143													143					91.61
A0509KPN.tsv.amrfinderplus	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	NCBI Reference Gene Database	2023-11-15.1	KGL71342.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				117													117					99.15
A0509KPN.tsv.amrfinderplus	silP	Ag(+)-translocating P-type ATPase SilP	NCBI Reference Gene Database	2023-11-15.1	AAD11750.1	amrfinderplus	3.11.18	gene_presence_detected	SILVER	99.64			SILVER				824													824					94.18
A0509KPN.tsv.amrfinderplus	silR	copper/silver response regulator transcription factor SilR	NCBI Reference Gene Database	2023-11-15.1	SPD96883.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				226													226					100.0
A0509KPN.tsv.amrfinderplus	silS	copper/silver sensor histidine kinase SilS	NCBI Reference Gene Database	2023-11-15.1	SPD96882.1	amrfinderplus	3.11.18	gene_presence_detected	COPPER/SILVER	100.0			COPPER/SILVER				491													491					100.0
A0509KPN.tsv.amrfinderplus	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	NCBI Reference Gene Database	2023-11-15.1	WP_001043260.1	amrfinderplus	3.11.18	gene_presence_detected	SULFONAMIDE	100.0			SULFONAMIDE				271													271					100.0
A0509KPN.tsv.amrfinderplus	tet(A)	tetracycline efflux MFS transporter Tet(A)	NCBI Reference Gene Database	2023-11-15.1	WP_000804064.1	amrfinderplus	3.11.18	gene_presence_detected	TETRACYCLINE	100.0			TETRACYCLINE				399													399					100.0
A0510ECO.tsv.amrfinderplus	acrF	multidrug efflux RND transporter permease subunit AcrF	NCBI Reference Gene Database	2023-11-15.1	AAC76298.1	amrfinderplus	3.11.18	gene_presence_detected	EFFLUX	100.0			EFFLUX				1034													1034					99.52
A0510ECO.tsv.amrfinderplus	ariR	biofilm/acid-resistance regulator AriR	NCBI Reference Gene Database	2023-11-15.1	AAC74250.1	amrfinderplus	3.11.18	gene_presence_detected		62.5							55													88					100.0
A0510ECO.tsv.amrfinderplus	arsC	glutaredoxin-dependent arsenate reductase	NCBI Reference Gene Database	2023-11-15.1	AAA21096.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENATE	100.0			ARSENIC				141													141					94.33
A0510ECO.tsv.amrfinderplus	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NCBI Reference Gene Database	2023-11-15.1	BAE77793.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENIC	100.0			ARSENIC				117													117					100.0
A0510ECO.tsv.amrfinderplus	asr	acid resistance repetitive basic protein Asr	NCBI Reference Gene Database	2023-11-15.1	BAA15331.2	amrfinderplus	3.11.18	gene_presence_detected		100.0							102													102					97.06
A0510ECO.tsv.amrfinderplus	blaEC	BlaEC family class C beta-lactamase	NCBI Reference Gene Database	2023-11-15.1	WP_063860256.1	amrfinderplus	3.11.18	gene_presence_detected	BETA-LACTAM	100.0			BETA-LACTAM				377													377					99.73
A0510ECO.tsv.amrfinderplus	blaOXA-48	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-48	NCBI Reference Gene Database	2023-11-15.1	WP_015059991.1	amrfinderplus	3.11.18	gene_presence_detected	CARBAPENEM	100.0			BETA-LACTAM				265													265					100.0
A0510ECO.tsv.amrfinderplus	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	NCBI Reference Gene Database	2023-11-15.1	WP_000027057.1	amrfinderplus	3.11.18	gene_presence_detected	BETA-LACTAM	100.0			BETA-LACTAM				286													286					100.0
A0510ECO.tsv.amrfinderplus	emrD	multidrug efflux MFS transporter EmrD	NCBI Reference Gene Database	2023-11-15.1	BAE77620.1	amrfinderplus	3.11.18	gene_presence_detected	EFFLUX	100.0			EFFLUX				394													394					100.0
A0510ECO.tsv.amrfinderplus	emrE	multidrug efflux SMR transporter EmrE	NCBI Reference Gene Database	2023-11-15.1	CAA77936.1	amrfinderplus	3.11.18	gene_presence_detected	EFFLUX	92.73			EFFLUX				102													110					98.04
A0510ECO.tsv.amrfinderplus	espX1	type III secretion system effector EspX1	NCBI Reference Gene Database	2023-11-15.1	ADD54679.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							473													473					91.33
A0510ECO.tsv.amrfinderplus	fdeC	inverse autotransporter adhesin FdeC	NCBI Reference Gene Database	2023-11-15.1	ABE05822.1	amrfinderplus	3.11.18	gene_presence_detected		99.93							1414													1416					91.38
A0510ECO.tsv.amrfinderplus	fieF	CDF family cation-efflux transporter FieF	NCBI Reference Gene Database	2023-11-15.1	BAE77395.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							300													300					100.0
A0510ECO.tsv.amrfinderplus	iss	increased serum survival lipoprotein Iss	NCBI Reference Gene Database	2023-11-15.1	CAR12622.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							97													97					100.0
A0510ECO.tsv.amrfinderplus	lpfA-O113	long polar fimbria major subunit LpfA-O113	NCBI Reference Gene Database	2023-11-15.1	AAT76975.1	amrfinderplus	3.11.18	gene_presence_detected		100.0							190													190					100.0
A0510ECO.tsv.amrfinderplus	mdtM	multidrug efflux MFS transporter MdtM	NCBI Reference Gene Database	2023-11-15.1	AAC77293.1	amrfinderplus	3.11.18	gene_presence_detected	EFFLUX	100.0			EFFLUX				410													410					98.05
A0510ECO.tsv.amrfinderplus	tet(B)	tetracycline efflux MFS transporter Tet(B)	NCBI Reference Gene Database	2023-11-15.1	WP_001089068.1	amrfinderplus	3.11.18	gene_presence_detected	TETRACYCLINE	100.0			TETRACYCLINE				401													401					100.0
A0601KPN.tsv.amrfinderplus	aac(3)-IIe	aminoglycoside N-acetyltransferase AAC(3)-IIe	NCBI Reference Gene Database	2023-11-15.1	WP_000557452.1	amrfinderplus	3.11.18	gene_presence_detected	GENTAMICIN	100.0			AMINOGLYCOSIDE				286													286					100.0
A0601KPN.tsv.amrfinderplus	aac(6')-Ib-cr5	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	NCBI Reference Gene Database	2023-11-15.1	WP_063840321.1	amrfinderplus	3.11.18	gene_presence_detected	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	100.0			AMINOGLYCOSIDE/QUINOLONE				184													184					100.0
A0601KPN.tsv.amrfinderplus	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	NCBI Reference Gene Database	2023-11-15.1	WP_001082319.1	amrfinderplus	3.11.18	gene_presence_detected	STREPTOMYCIN	100.0			AMINOGLYCOSIDE				267													267					100.0
A0601KPN.tsv.amrfinderplus	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	NCBI Reference Gene Database	2023-11-15.1	WP_000480968.1	amrfinderplus	3.11.18	gene_presence_detected	STREPTOMYCIN	100.0			AMINOGLYCOSIDE				278													278					100.0
A0601KPN.tsv.amrfinderplus	arsA	arsenite efflux transporter ATPase subunit ArsA	NCBI Reference Gene Database	2023-11-15.1	BAA24822.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENITE	100.0			ARSENIC				583													583					100.0
A0601KPN.tsv.amrfinderplus	arsB	arsenite efflux transporter membrane subunit ArsB	NCBI Reference Gene Database	2023-11-15.1	BAA24823.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENITE	100.0			ARSENIC				429													429					100.0
A0601KPN.tsv.amrfinderplus	arsC	glutaredoxin-dependent arsenate reductase	NCBI Reference Gene Database	2023-11-15.1	BAA24824.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENATE	100.0			ARSENIC				141													141					100.0
A0601KPN.tsv.amrfinderplus	arsD	arsenite efflux transporter metallochaperone ArsD	NCBI Reference Gene Database	2023-11-15.1	AAB09625.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENITE	100.0			ARSENIC				120													120					91.67
A0601KPN.tsv.amrfinderplus	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NCBI Reference Gene Database	2023-11-15.1	AET17094.1	amrfinderplus	3.11.18	gene_presence_detected	ARSENIC	100.0			ARSENIC				116													116					100.0
A0601KPN.tsv.amrfinderplus	blaCTX-M-15	extended-spectrum class A beta-lactamase CTX-M-15	NCBI Reference Gene Database	2023-11-15.1	WP_000239590.1	amrfinderplus	3.11.18	gene_presence_detected	CEPHALOSPORIN	100.0			BETA-LACTAM				291													291					100.0
A0601KPN.tsv.amrfinderplus	blaOXA-1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	NCBI Reference Gene Database	2023-11-15.1	WP_001334766.1	amrfinderplus	3.11.18	gene_presence_detected	CEPHALOSPORIN	100.0			BETA-LACTAM				276													276					100.0
A0601KPN.tsv.amrfinderplus	blaOXA-48	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-48	NCBI Reference Gene Database	2023-11-15.1	WP_015059991.1	amrfinderplus	3.11.18	gene_presence_detected	CARBAPENEM	100.0			BETA-LACTAM				265													265					100.0
A0601KPN.tsv.amrfinderplus	blaSHV-28	broad-spectrum class A beta-lactamase SHV-28	NCBI Reference Gene Database	2023-11-15.1	WP_004179754.1	amrfinderplus	3.11.18	gene_presence_detected	BETA-LACTAM	100.0			BETA-LACTAM				286													286					100.0
A0601KPN.tsv.amrfinderplus	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	NCBI Reference Gene Database	2023-11-15.1	WP_000027057.1	amrfinderplus	3.11.18	gene_presence_detected	BETA-LACTAM	100.0			BETA-LACTAM				286													286					100.0
A0601KPN.tsv.amrfinderplus	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	NCBI Reference Gene Database	2023-11-15.1	WP_000186237.1	amrfinderplus	3.11.18	gene_presence_detected	CHLORAMPHENICOL	70.0			PHENICOL				147													210					100.0
A0601KPN.tsv.amrfinderplus	clpK	heat shock survival AAA family ATPase ClpK	NCBI Reference Gene Database	2023-11-15.1	ASF80763.1	amrfinderplus	3.11.18	gene_presence_detected		97.89							929													949					99.25
A0601KPN.tsv.amrfinderplus	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	NCBI Reference Gene Database	2023-11-15.1	WP_004201280.1	amrfinderplus	3.11.18	gene_presence_detected	TRIMETHOPRIM	100.0			TRIMETHOPRIM				157													157					100.0
